Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
2444,UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51
857,India,2023,Phishing,Retail,38.89,836604,Hacker Group,Unpatched Software,AI-based Detection,44
1984,China,2023,Phishing,Government,43.49,27694,Unknown,Weak Passwords,Encryption,30
167,Germany,2016,Ransomware,Education,29.89,385363,Unknown,Unpatched Software,Firewall,22
60,Australia,2024,Phishing,Education,93.32,93185,Unknown,Unpatched Software,VPN,14
612,Germany,2018,SQL Injection,Telecommunications,4.2,164890,Insider,Weak Passwords,Encryption,61
531,Brazil,2021,DDoS,Telecommunications,67.87,683261,Hacker Group,Unpatched Software,Antivirus,13
2788,Japan,2017,Phishing,Banking,61.33,762300,Nation-state,Social Engineering,VPN,20
50,Japan,2017,Phishing,Telecommunications,75.84,383395,Hacker Group,Zero-day,VPN,31
1884,UK,2016,Malware,Healthcare,65.14,742857,Nation-state,Weak Passwords,Antivirus,49
1012,France,2018,Phishing,Government,70.59,947445,Insider,Social Engineering,Encryption,59
859,France,2015,Man-in-the-Middle,Education,17.94,808798,Unknown,Social Engineering,Encryption,60
1018,Australia,2018,SQL Injection,Banking,40.11,874040,Unknown,Social Engineering,Firewall,6
49,UK,2018,Man-in-the-Middle,Retail,13.66,455529,Hacker Group,Zero-day,Firewall,40
720,China,2022,Phishing,Retail,33.69,338578,Unknown,Social Engineering,AI-based Detection,38
2391,UK,2023,DDoS,Telecommunications,81.91,397687,Hacker Group,Social Engineering,VPN,65
2653,Brazil,2018,Malware,Banking,17.52,334945,Nation-state,Weak Passwords,Antivirus,33
2247,Japan,2017,SQL Injection,Education,36.37,161579,Nation-state,Zero-day,Firewall,15
1160,China,2021,SQL Injection,Healthcare,23.15,730762,Insider,Social Engineering,VPN,19
633,USA,2021,Phishing,IT,29.02,555756,Insider,Zero-day,AI-based Detection,21
1339,France,2019,SQL Injection,Telecommunications,16.51,945154,Nation-state,Social Engineering,AI-based Detection,63
2128,USA,2015,DDoS,Government,41.75,327171,Unknown,Unpatched Software,VPN,41
2603,Brazil,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36
1437,Australia,2015,DDoS,IT,61.01,419127,Unknown,Social Engineering,Firewall,26
26,China,2021,Phishing,Retail,51.06,628562,Insider,Zero-day,AI-based Detection,52
2966,Germany,2022,Malware,Telecommunications,92.53,727509,Insider,Zero-day,AI-based Detection,67
220,Brazil,2023,Man-in-the-Middle,Banking,20.15,376174,Unknown,Social Engineering,Firewall,43
2819,Germany,2020,SQL Injection,Retail,70.09,98500,Hacker Group,Unpatched Software,Antivirus,30
277,Brazil,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55
2158,France,2023,Ransomware,Education,54.26,21699,Insider,Weak Passwords,AI-based Detection,32
1481,Russia,2016,Phishing,Retail,70.4,480522,Unknown,Zero-day,Antivirus,72
1236,UK,2019,SQL Injection,Banking,79.34,455556,Insider,Social Engineering,Firewall,1
1594,India,2022,Man-in-the-Middle,Retail,13.82,633855,Hacker Group,Social Engineering,Antivirus,37
1000,France,2016,SQL Injection,Telecommunications,47.19,554448,Hacker Group,Social Engineering,Antivirus,31
2141,India,2015,Malware,Telecommunications,4.52,252949,Insider,Unpatched Software,Firewall,51
362,USA,2017,Malware,Telecommunications,81.19,362085,Insider,Weak Passwords,VPN,5
1458,USA,2020,Man-in-the-Middle,IT,33.22,216472,Unknown,Zero-day,Encryption,55
1994,USA,2015,DDoS,Education,66.04,75167,Insider,Unpatched Software,VPN,13
1672,China,2023,DDoS,Healthcare,97.15,734819,Unknown,Unpatched Software,AI-based Detection,50
2335,UK,2017,Man-in-the-Middle,Telecommunications,60.01,740448,Hacker Group,Weak Passwords,Encryption,26
1651,France,2020,DDoS,Retail,40.72,743271,Nation-state,Social Engineering,Firewall,10
1836,France,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35
1115,Russia,2018,Phishing,Government,14.98,417488,Hacker Group,Weak Passwords,Encryption,23
1847,Japan,2023,Malware,IT,73.74,795367,Hacker Group,Zero-day,AI-based Detection,55
1318,Russia,2021,Phishing,Telecommunications,73.93,32743,Hacker Group,Zero-day,VPN,18
2630,Australia,2018,SQL Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46
298,India,2019,DDoS,Telecommunications,36.86,116906,Insider,Social Engineering,VPN,7
1314,France,2016,Ransomware,Education,25.55,883536,Hacker Group,Unpatched Software,AI-based Detection,66
938,Russia,2016,Phishing,Government,30.57,503775,Unknown,Zero-day,VPN,71
241,UK,2023,DDoS,Government,55.28,339144,Hacker Group,Unpatched Software,VPN,26
1433,UK,2020,Ransomware,IT,83.29,217598,Hacker Group,Unpatched Software,Encryption,24
583,China,2016,Malware,Healthcare,85.15,454802,Insider,Unpatched Software,Antivirus,48
2907,Brazil,2019,Phishing,Retail,35.61,43771,Nation-state,Zero-day,Encryption,49
1955,China,2021,Man-in-the-Middle,Banking,33.3,935265,Nation-state,Unpatched Software,Firewall,20
1335,Russia,2024,Man-in-the-Middle,Banking,93.13,414192,Nation-state,Weak Passwords,Firewall,34
1730,UK,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42
1673,Australia,2024,DDoS,Healthcare,77.04,8517,Hacker Group,Weak Passwords,Encryption,4
351,Brazil,2019,SQL Injection,Education,56.33,595157,Unknown,Zero-day,Encryption,41
2746,France,2020,Man-in-the-Middle,Education,35.12,871001,Nation-state,Zero-day,Antivirus,39
1221,Russia,2016,Man-in-the-Middle,Telecommunications,10.2,446917,Unknown,Unpatched Software,Firewall,1
350,Russia,2016,Ransomware,Government,59.66,854961,Unknown,Unpatched Software,AI-based Detection,7
1519,France,2017,SQL Injection,Healthcare,96.08,592364,Insider,Weak Passwords,Antivirus,21
2548,India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10
644,Germany,2019,Man-in-the-Middle,Government,75.37,445254,Hacker Group,Unpatched Software,VPN,42
2836,China,2023,Phishing,Banking,55.94,383589,Unknown,Weak Passwords,Firewall,7
945,Japan,2015,Ransomware,Retail,95.38,769596,Nation-state,Weak Passwords,VPN,65
1463,France,2024,DDoS,Retail,88.17,738419,Unknown,Zero-day,Firewall,11
658,India,2016,Ransomware,Retail,9.53,89719,Unknown,Zero-day,Firewall,68
2703,Germany,2017,DDoS,Telecommunications,40.05,27446,Insider,Social Engineering,AI-based Detection,13
2894,Australia,2021,DDoS,IT,47.83,126709,Unknown,Weak Passwords,Antivirus,45
1237,Australia,2022,Ransomware,Healthcare,17.58,18399,Unknown,Zero-day,Firewall,14
2468,China,2023,Man-in-the-Middle,Education,10.55,12970,Unknown,Social Engineering,Antivirus,32
648,Australia,2023,SQL Injection,Education,42.5,933030,Insider,Social Engineering,Antivirus,27
1126,Germany,2020,Ransomware,IT,54.65,107180,Nation-state,Zero-day,Antivirus,68
1111,France,2020,Man-in-the-Middle,Healthcare,17.49,693907,Hacker Group,Zero-day,AI-based Detection,54
2651,Germany,2018,SQL Injection,Healthcare,78.11,451780,Hacker Group,Unpatched Software,VPN,28
1941,Japan,2023,Ransomware,Retail,28.77,983880,Nation-state,Unpatched Software,Antivirus,54
539,Russia,2023,DDoS,Healthcare,46.2,310868,Hacker Group,Weak Passwords,Antivirus,10
1049,India,2019,SQL Injection,Banking,68.44,186842,Nation-state,Zero-day,VPN,40
2984,Australia,2024,DDoS,Telecommunications,36.49,35041,Hacker Group,Social Engineering,Antivirus,14
2376,China,2015,Phishing,Banking,18.39,541829,Nation-state,Zero-day,Antivirus,33
2210,Brazil,2024,Ransomware,Retail,68.95,322146,Hacker Group,Social Engineering,Encryption,70
2339,UK,2018,Malware,Healthcare,19.79,805745,Insider,Weak Passwords,Firewall,7
2163,India,2023,SQL Injection,Telecommunications,80.14,241449,Unknown,Unpatched Software,Antivirus,27
802,Brazil,2015,Malware,IT,1.35,371048,Hacker Group,Zero-day,VPN,56
787,Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,Social Engineering,AI-based Detection,33
2695,Australia,2024,Phishing,Education,74.75,109907,Insider,Social Engineering,VPN,5
2041,Germany,2020,DDoS,IT,63.96,650469,Unknown,Unpatched Software,Antivirus,58
789,USA,2019,Ransomware,Healthcare,89.81,46960,Nation-state,Zero-day,AI-based Detection,16
2184,Australia,2015,Phishing,Government,60.68,389782,Insider,Social Engineering,Firewall,45
2469,India,2020,Man-in-the-Middle,Government,50.19,659835,Unknown,Zero-day,Encryption,46
2014,Germany,2017,Phishing,Banking,10.56,556014,Nation-state,Unpatched Software,Encryption,11
715,Germany,2020,Ransomware,IT,65.2,306799,Unknown,Zero-day,Encryption,61
804,France,2017,Man-in-the-Middle,Education,14.99,942088,Insider,Zero-day,AI-based Detection,46
2009,China,2017,Man-in-the-Middle,Government,49.37,613786,Nation-state,Unpatched Software,Antivirus,24
2762,Russia,2021,Ransomware,Healthcare,85.65,920121,Unknown,Social Engineering,Antivirus,21
124,France,2021,Man-in-the-Middle,Retail,94.4,357092,Unknown,Unpatched Software,VPN,71
1809,Japan,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8
2287,Japan,2023,Phishing,Government,3.54,809443,Insider,Weak Passwords,VPN,59
2148,UK,2016,Ransomware,Retail,59.44,964115,Nation-state,Unpatched Software,Firewall,48
619,Australia,2015,Phishing,Healthcare,76.4,108767,Nation-state,Unpatched Software,VPN,48
407,Australia,2016,SQL Injection,Banking,1.73,91560,Hacker Group,Weak Passwords,AI-based Detection,35
1158,UK,2022,Malware,Healthcare,21.26,602041,Hacker Group,Unpatched Software,AI-based Detection,25
1069,Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69
1134,China,2017,Phishing,Healthcare,92.64,911233,Hacker Group,Weak Passwords,AI-based Detection,18
2906,USA,2016,Man-in-the-Middle,Banking,57.26,852868,Unknown,Unpatched Software,Firewall,8
498,France,2015,Phishing,Retail,44.29,427167,Insider,Unpatched Software,Encryption,11
1062,UK,2019,Man-in-the-Middle,Healthcare,37.16,696199,Nation-state,Weak Passwords,Encryption,42
326,France,2016,Ransomware,IT,55.99,724608,Hacker Group,Social Engineering,Antivirus,21
343,India,2023,Malware,IT,54.21,157667,Insider,Weak Passwords,VPN,34
2357,Australia,2021,Man-in-the-Middle,Healthcare,17.62,687020,Unknown,Weak Passwords,Antivirus,48
2267,USA,2023,DDoS,Banking,53.59,750875,Nation-state,Weak Passwords,Encryption,30
783,China,2016,Malware,Government,15.92,668188,Insider,Unpatched Software,AI-based Detection,38
2368,India,2016,Ransomware,Banking,93.74,339815,Insider,Weak Passwords,Firewall,58
300,China,2017,Malware,IT,18.17,346390,Hacker Group,Weak Passwords,Firewall,36
1462,Australia,2022,Malware,IT,93.2,941679,Hacker Group,Social Engineering,Antivirus,43
2374,Brazil,2019,DDoS,Telecommunications,36.98,198563,Hacker Group,Social Engineering,Firewall,24
304,UK,2021,DDoS,Banking,97.03,100486,Nation-state,Unpatched Software,Firewall,31
1238,Germany,2016,Man-in-the-Middle,Government,97.79,984519,Nation-state,Unpatched Software,Firewall,57
2572,Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56
1657,China,2016,Ransomware,Banking,94.63,455702,Hacker Group,Weak Passwords,Antivirus,5
665,Australia,2017,Phishing,Retail,95.2,715732,Unknown,Weak Passwords,Antivirus,11
1691,India,2019,SQL Injection,Retail,15.39,514826,Hacker Group,Unpatched Software,Firewall,72
221,UK,2022,Ransomware,Government,31.94,485080,Insider,Weak Passwords,Antivirus,61
1627,USA,2021,Phishing,IT,38.2,159917,Insider,Zero-day,Antivirus,47
1189,China,2019,Man-in-the-Middle,IT,79.33,842637,Nation-state,Unpatched Software,AI-based Detection,55
1456,France,2022,Man-in-the-Middle,Telecommunications,12.96,255574,Insider,Social Engineering,Firewall,69
450,China,2015,Ransomware,IT,57.27,762001,Nation-state,Social Engineering,VPN,67
2003,USA,2016,Man-in-the-Middle,Education,2.17,180599,Insider,Social Engineering,Antivirus,4
2617,Japan,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32
85,Japan,2019,Malware,Banking,44.17,605166,Insider,Weak Passwords,Encryption,27
942,UK,2017,Man-in-the-Middle,Government,79.27,923309,Hacker Group,Unpatched Software,Firewall,29
962,Russia,2018,SQL Injection,Education,1.25,351063,Nation-state,Weak Passwords,Firewall,56
842,France,2019,Man-in-the-Middle,Telecommunications,75.99,561713,Insider,Unpatched Software,Firewall,31
1327,Russia,2021,DDoS,Retail,79.06,368255,Nation-state,Social Engineering,Encryption,17
2379,Brazil,2017,Phishing,Retail,3.18,520654,Nation-state,Social Engineering,VPN,53
2431,Brazil,2017,DDoS,IT,72.48,860625,Unknown,Zero-day,Firewall,4
1374,Japan,2020,DDoS,Retail,37.81,482700,Insider,Unpatched Software,VPN,55
291,Russia,2022,Man-in-the-Middle,Healthcare,27.82,182378,Insider,Social Engineering,AI-based Detection,10
1868,UK,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72
1555,China,2023,SQL Injection,Telecommunications,54.41,215401,Hacker Group,Social Engineering,VPN,50
605,France,2019,SQL Injection,Government,85.13,304257,Nation-state,Weak Passwords,Antivirus,20
2033,Russia,2021,Ransomware,Education,86.8,852965,Nation-state,Weak Passwords,Antivirus,39
917,China,2023,Malware,Education,23.74,317922,Insider,Social Engineering,Antivirus,18
2633,Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41
2338,Russia,2020,DDoS,Government,72.59,787260,Insider,Weak Passwords,Firewall,15
2099,Japan,2015,DDoS,Education,76.22,769794,Nation-state,Zero-day,AI-based Detection,29
2438,Russia,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61
822,Brazil,2016,Phishing,Government,35.94,372653,Hacker Group,Weak Passwords,VPN,60
2470,China,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51
1001,USA,2016,Ransomware,Healthcare,99.19,745103,Insider,Unpatched Software,Encryption,8
1704,China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50
19,UK,2019,Malware,Telecommunications,14.01,578443,Insider,Social Engineering,Firewall,28
1778,Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21
1209,China,2016,Phishing,IT,17.06,44473,Unknown,Weak Passwords,VPN,67
2561,Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43
1937,Germany,2023,Phishing,Retail,87.55,291580,Unknown,Unpatched Software,Firewall,25
1719,Brazil,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70
1428,UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11
2242,Australia,2022,Malware,Government,24.6,221315,Nation-state,Unpatched Software,VPN,53
2311,India,2015,Phishing,Healthcare,28.6,690500,Hacker Group,Weak Passwords,Encryption,11
1358,Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69
2058,Brazil,2016,Phishing,Education,97.98,381599,Unknown,Weak Passwords,Encryption,66
361,Brazil,2017,Malware,IT,9.59,912731,Nation-state,Zero-day,Firewall,4
2271,Germany,2015,Ransomware,IT,51.11,506625,Insider,Weak Passwords,VPN,41
2085,Russia,2020,Ransomware,Government,52.28,376628,Unknown,Zero-day,Firewall,30
1565,USA,2022,Phishing,Government,92.54,653402,Hacker Group,Social Engineering,Firewall,5
345,USA,2023,Ransomware,Education,71.31,3607,Insider,Zero-day,AI-based Detection,7
987,Germany,2017,Malware,Banking,97.68,906914,Hacker Group,Zero-day,AI-based Detection,15
1261,USA,2022,DDoS,Healthcare,56.89,388698,Nation-state,Social Engineering,VPN,35
1714,Russia,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19
1721,UK,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14
2647,UK,2019,DDoS,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66
2887,Germany,2024,Ransomware,Telecommunications,17.92,155170,Insider,Zero-day,VPN,15
1576,Japan,2015,SQL Injection,Education,61.87,244406,Nation-state,Social Engineering,VPN,43
86,France,2023,Malware,Government,55.18,274946,Insider,Zero-day,Encryption,66
2064,Australia,2020,Ransomware,Government,25.9,946651,Insider,Unpatched Software,VPN,67
669,Australia,2015,Ransomware,Telecommunications,17.38,75314,Unknown,Unpatched Software,Encryption,6
1015,USA,2021,Ransomware,Telecommunications,91.94,710953,Unknown,Zero-day,Firewall,9
129,India,2018,Phishing,IT,69.03,282139,Hacker Group,Unpatched Software,Encryption,37
1874,India,2015,Ransomware,IT,61.68,503774,Hacker Group,Zero-day,Firewall,37
1147,Russia,2019,Phishing,Healthcare,17.6,839921,Unknown,Zero-day,Antivirus,5
892,USA,2024,Phishing,IT,58.57,630793,Hacker Group,Social Engineering,AI-based Detection,64
2472,Brazil,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27
308,Brazil,2016,Man-in-the-Middle,IT,75.51,37230,Unknown,Social Engineering,AI-based Detection,52
384,France,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24
1834,Russia,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38
1128,USA,2020,Ransomware,Telecommunications,93.89,602474,Unknown,Social Engineering,VPN,71
427,Australia,2021,Man-in-the-Middle,Healthcare,86.29,404595,Unknown,Social Engineering,AI-based Detection,3
495,Germany,2020,Phishing,IT,33.51,649406,Insider,Social Engineering,Firewall,27
1566,UK,2016,Man-in-the-Middle,Government,62.9,119785,Hacker Group,Unpatched Software,Encryption,14
2792,France,2020,Malware,Government,27.43,82853,Hacker Group,Social Engineering,Encryption,67
2612,France,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12
1252,France,2022,Phishing,Banking,69.99,366596,Insider,Weak Passwords,AI-based Detection,65
1296,Russia,2020,Man-in-the-Middle,Retail,74.11,158758,Nation-state,Zero-day,Antivirus,72
276,France,2017,Malware,Education,3.21,342049,Nation-state,Unpatched Software,AI-based Detection,31
490,India,2017,DDoS,IT,70.09,417831,Unknown,Unpatched Software,Encryption,36
1958,UK,2020,Ransomware,Banking,53.03,528708,Unknown,Social Engineering,VPN,14
691,China,2022,Malware,Telecommunications,34.33,571265,Unknown,Unpatched Software,Firewall,17
2052,Japan,2017,SQL Injection,Healthcare,54.26,839368,Insider,Unpatched Software,Antivirus,40
2239,Germany,2016,Ransomware,Telecommunications,93.93,198764,Insider,Zero-day,Encryption,40
1243,Australia,2021,Ransomware,Banking,24.33,77845,Insider,Social Engineering,AI-based Detection,26
2674,Russia,2015,SQL Injection,IT,56.07,837322,Insider,Zero-day,AI-based Detection,25
2080,Brazil,2020,Malware,Government,50.61,294668,Nation-state,Social Engineering,Encryption,17
1059,Germany,2024,SQL Injection,IT,1.01,470074,Insider,Weak Passwords,Encryption,9
119,Germany,2022,Man-in-the-Middle,Healthcare,56.27,699129,Nation-state,Unpatched Software,Encryption,25
1996,Japan,2018,Ransomware,IT,60.82,917016,Unknown,Weak Passwords,VPN,39
2286,UK,2022,Ransomware,Government,85.43,688150,Unknown,Weak Passwords,Firewall,58
282,Brazil,2016,Man-in-the-Middle,Retail,72.78,11339,Hacker Group,Social Engineering,AI-based Detection,34
2808,Australia,2016,Ransomware,IT,43.88,588421,Nation-state,Unpatched Software,Encryption,72
